setting,method,scope,target_id,outer_fold,phase,auc
smollm2,min_k_plus_plus_20,target_id_fold_mean,smollm2_6,,,0.6335667160501115
smollm2,negative_loss,target_id_fold_mean,smollm2_1,,,0.5685199437774816
smollm2,negative_loss,target_id_fold_mean,smollm2_2,,,0.5842175141509299
smollm2,negative_loss,target_id_fold_mean,smollm2_3,,,0.5922819643264658
smollm2,negative_loss,target_id_fold_mean,smollm2_4,,,0.5806418357697659
smollm2,negative_loss,target_id_fold_mean,smollm2_5,,,0.5786755904338643
smollm2,negative_loss,target_id_fold_mean,smollm2_6,,,0.5853856420812085
smollm2,ordinary,target_id_fold_mean,smollm2_1,,,0.5825425883603295
smollm2,ordinary,target_id_fold_mean,smollm2_2,,,0.5942702786040441
smollm2,ordinary,target_id_fold_mean,smollm2_3,,,0.6096681620033325
smollm2,ordinary,target_id_fold_mean,smollm2_4,,,0.5940489604541099
smollm2,ordinary,target_id_fold_mean,smollm2_5,,,0.6219547310036878
smollm2,ordinary,target_id_fold_mean,smollm2_6,,,0.6280544696529432
smollm2,rich_likelihood,target_id_fold_mean,smollm2_1,,,0.6129839220880708
smollm2,rich_likelihood,target_id_fold_mean,smollm2_2,,,0.6225796654084583
smollm2,rich_likelihood,target_id_fold_mean,smollm2_3,,,0.6324088978525315
smollm2,rich_likelihood,target_id_fold_mean,smollm2_4,,,0.6105603524798562
smollm2,rich_likelihood,target_id_fold_mean,smollm2_5,,,0.6239913976382765
smollm2,rich_likelihood,target_id_fold_mean,smollm2_6,,,0.6655622687924846
smollm2,without_concentration,target_id_fold_mean,smollm2_1,,,0.5980211404569742
smollm2,without_concentration,target_id_fold_mean,smollm2_2,,,0.5883611098523335
smollm2,without_concentration,target_id_fold_mean,smollm2_3,,,0.61053314841567
smollm2,without_concentration,target_id_fold_mean,smollm2_4,,,0.5910982586068159
smollm2,without_concentration,target_id_fold_mean,smollm2_5,,,0.6225791823035823
smollm2,without_concentration,target_id_fold_mean,smollm2_6,,,0.6319400994033908
smollm2,without_divergence,target_id_fold_mean,smollm2_1,,,0.578597874694321
smollm2,without_divergence,target_id_fold_mean,smollm2_2,,,0.5843242844821475
smollm2,without_divergence,target_id_fold_mean,smollm2_3,,,0.6123985159954112
smollm2,without_divergence,target_id_fold_mean,smollm2_4,,,0.5837645725422488
smollm2,without_divergence,target_id_fold_mean,smollm2_5,,,0.6040145699812518
smollm2,without_divergence,target_id_fold_mean,smollm2_6,,,0.6085978006932798
smollm2,without_geometry,target_id_fold_mean,smollm2_1,,,0.5832510250581746
smollm2,without_geometry,target_id_fold_mean,smollm2_2,,,0.5930357975009818
smollm2,without_geometry,target_id_fold_mean,smollm2_3,,,0.6137965179926399
smollm2,without_geometry,target_id_fold_mean,smollm2_4,,,0.5794840352618451
smollm2,without_geometry,target_id_fold_mean,smollm2_5,,,0.6073853098092027
smollm2,without_geometry,target_id_fold_mean,smollm2_6,,,0.6286814064008557
smollm2,without_likelihood,target_id_fold_mean,smollm2_1,,,0.5755133793268764
smollm2,without_likelihood,target_id_fold_mean,smollm2_2,,,0.5448198369747553
